Comment,Time,Polarity,Sentiment,Subjectivity,Offensive?,Emotion
"‘A female human that can bear children and produce eggs’'‘A woman is not a man’'So women Thrace had their reproductive organs removed for medical reasons are men now according to Michael Knowles? 🤔''There are no legal protections specific to women. The sorts of protections he’s talking about pertain to being discriminated against or having violence enacted against you on the basis of gender, which even Knowles will admit isn’t just women","2022-03-31
02:05:01",-0.5676,negative,0.11833333333333333,No,disapproval
David was wrong about Michael backtracking,"2022-03-31
02:02:20",-0.4767,negative,0.9,No,neutral
"Fyi, david, I have to correct you when you say a justice has never been asked to define a word in a confirmation hearing.  Actually, Justice Cavanaugh was asked to define the word Boofing that he wrote to a classmate and he could not define that word.  In fact, he lied and said he didn't know.  just to be clear.","2022-03-31
01:59:22",0.8225,positive,0.24166666666666664,No,neutral
"David the weasel demonstrated why the country is in the shambles that it is under Democrat leadership because to them language, the law ' the Constitution are malleable and have no meaning that can be agreed upon.  When a country cannot come to a consensus on the meaning of words then the ability to communicate ' cooperate with each other is lost.  Loss of language ' cooperation leads to the inability to determine right and wrong, and anarchy ensues.  The result of this process is on display in every Democrat controlled shithole (e.g. Los Angeles, Portland, Chicago, ' NY) across the US.","2022-03-31
01:59:13",-0.802,negative,0.6035714285714285,Yes,neutral
When a women judge is afraid to define a women its scary.,"2022-03-31
01:58:00",-0.4939,negative,0.95,No,fear
"Yea, I'm not being funny, but seeing grown ups saying they don't know what a women is.. its messed up and to be frank, childish culture war shit.. ''And reading the comments, people pretending to be above it, That's just embarrassing..''Americans need to grow up","2022-03-31
01:57:40",-0.9535,negative,0.675,Yes,desire
"Why is Marsha Blackburn , a woman asking another one to define a woman?  It was a trap to box KBJ into a legal position to rule against a potential transgender case that could come before the Supreme  Court.","2022-03-31
01:52:52",0.4215,positive,0.6,No,neutral
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=1m01s"">1:01' “You’re either dishonest or ignorant” 😂😂 oh we starting off swinging, I guess.","2022-03-31
01:51:52",0.2732,positive,0.3,No,neutral
"“I don’t do dictionaries, I do politics.” Very clever David, but if we can’t agree on definitions, it is very hard to have a conversation.","2022-03-31
01:39:14",0.5199,positive,0.8520833333333333,No,approval
'A person who is not a man' THAT'S the definition of a woman ‼️❓''These GQP types are absolutely disgusting '🤬🤬🤬,"2022-03-31
01:24:52",-0.5709,negative,1.0,No,anger
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=4m23s"">4:23' I'm also sure that they could give you their opinion on what the true meaning of life is but that has nothing to do with their jobs either. I thought conservatives were the textualists or originalists who believe that the words of a vague legal text should be examined in context and not given absolute definitions.","2022-03-31
01:24:18",0.4019,positive,0.6277777777777778,No,confusion
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=2m17s"">2:17' This reads awfully now given that both Joe Manchin and Susan Collins have said they support her nomination. The GOP has no way to block this now.","2022-03-31
01:20:18",-0.34,negative,1.0,Yes,annoyance
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=2m25s"">2:25' This sounds like a guy who has never read any of her opinions or read any meaningful analysis of her career. She is not anything close to a leftist. Centrist is the best term to describe her. She will vote more like a Breyer or Kagan than a Sotomayor or Ginsburg.","2022-03-31
01:19:14",0.8955,positive,0.47500000000000003,Yes,admiration
'She's appealing to her base'''for a lifetime appointment voted on by 100 senators?,"2022-03-31
01:16:09",-0.15000000000000002,negative,0.75,No,curiosity
"'what is a woman'? do you mean by chromosomes ?  because people can be XXY, or a bunch of other variations of the usual XX and XY. do you mean by having a vagina? guess what you can make one of those surgically. you mean someone with ovaries?  does that mean if a woman has cancer and has hers removed she loses her status as a woman? In other words, its way more complicated than something you can put on a bumper sticker, and shouldn't be used to hurt a tiny minority of people who are just trying to do their best to make their way through the world - a task hard enough without being the boogyman of the week.","2022-03-31
01:11:22",-0.8053,negative,0.5136904761904761,Yes,admiration
One of My favorite things is when two people who totally disagree have a conversation. Thanks to both of you for this. I think it is very important. One of the things I have been trying to teach my older children is that one of the most important skills to learn is how to defend your own opinions and that it is important to expose yourself to ideas you disagree with.,"2022-03-31
01:01:34",0.5849,positive,0.7537037037037037,Yes,gratitude
"When ignorant, bad intentioned people like this Daily Wire idiot get to define talking points we're back to debating what is real and what is not.  We are going fucking backwards and its not worth our time debating this stuff.  A waste of your mental energy David.","2022-03-31
00:46:43",-0.8301,negative,0.3185185185185186,Yes,excitement
That was beautiful.,"2022-03-31
00:30:03",0.5994,positive,1.0,No,admiration
"Ok so all you Parkman fans, can one of you answer the question of what a women is. I’ve e heard responses from the right bit never a real clear answer from your leftist. I’m not a Michael fan but I’m not a Pakman fan either.","2022-03-31
00:28:53",-0.4434,negative,0.4728174603174603,Yes,neutral
Dude he quoted Blackburn then in an effort to point out Blackburn didn’t ask for the biological def he surmised she was asking for any other def. It was Knowles who asserted she meant any other definition. C’mon Pak.'Edit: When you review the vid you’ll see. Will you apologize for accusing this DW guy of being dishonest?,"2022-03-31
00:25:11",-0.6124,negative,0.4166666666666667,Yes,remorse
Michael Knowles is really bad at his job. What a clown.,"2022-03-31
00:19:14",-0.5849,negative,0.6666666666666666,Yes,disappointment
Who is this man who does not know the definition of a woman and man? He is one confused man. When a court case comes up to the supreme court on the merits of the case she then do her job.,"2022-03-31
00:10:41",0.6124,positive,0.7,No,neutral
God damn David just torched him so hard,"2022-03-30
23:56:45",-0.3541,negative,0.5416666666666666,No,disapproval
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=7m29s"">7:29' I backtracked to see if Knowles was lying. And yes, of course he was.","2022-03-30
23:18:01",-0.1779,negative,0.0,No,approval
Nobody won here. Both sides are being evasive and self-serving.,"2022-03-30
23:14:26",0.5719,positive,0.0,No,neutral
"What is love?'Oh baby, don't hurt me'Don't hurt me'No more'Baby, don't hurt me, don't hurt me'No more'What is love?'Yeah'No, I don't know why you're not fair'I give you my love, but you don't care'So what is right and what is wrong?'Gimme a sign'What is love?'Oh baby, don't hurt me'Don't hurt me'No more'What is love?'Oh baby, don't hurt me'Don't hurt me'No more'Whoa, whoa, oh'Whoa, whoa, oh'Oh, I don't know, what can I do?'What else can I say? It's up to you'I know we're one, just me and you'I can't go on'What is love?'Oh baby, don't hurt me'Don't hurt me'No more'What is love?'Oh baby, don't hurt me'Don't hurt me'No more'Whoa, whoa, oh'Whoa, whoa, oh'What is love?'What is love?'What is love?'Oh baby, don't hurt me'Don't hurt me'No more'Don't hurt me'Don't hurt me'I want no other, no other lover'This is our life, our time'If we are together, I need you forever'Is it love?'What is love?'Oh baby, don't hurt me'Don't hurt me'No more'What is love?'Oh baby, don't hurt me'Don't hurt me'No more'Yeah, yeah'Whoa, whoa, oh'Whoa, whoa, oh'What is love?'Oh baby, don't hurt me'Don't hurt me'No more'What is love?'Oh baby, don't hurt me'Don't hurt me'No more (whoa, whoa)'Oh baby, don't hurt me'Don't hurt me'No more (whoa, whoa)'Oh baby, don't hurt me'Don't hurt me'No more'What is love?","2022-03-30
23:10:52",0.9996,positive,0.5642857142857142,Yes,love
Pakman posted this? But he's the one who looks stupid...I don't get it....,"2022-03-30
22:55:40",0.0,neutral,0.0,No,neutral
Complete nonsense. Progressives are fools!,"2022-03-30
22:51:16",-0.7345,negative,0.4,No,annoyance
This conversation is only possible because we have departed from reality and entered the realm of the absurd... It's ok strategically?WTF? We let you get away with this and we let you tell us what it real. Absurd...,"2022-03-30
22:49:03",0.3736,positive,0.9,Yes,neutral
"If you can't agree on the definitions of words or at least stipulate which definition you will be using in the course of a discussion, then all discourse falls apart.  I think this is at the root of all argumentation.  To refuse to agree on a definition of a term or concept simply allows one or both sides to move the goal post.  To say that he only discusses politics and won't agree to stipulate the definitions of the terms he's using is a bad faith move.  If womanhood is the issue being discussed, as with transgendered folks in women's sports, then a definition of what a woman is becomes crucial. I ask myself, which side of an issue benefits from keeping a cloud over a term or concept, and that's the side you need to pin down on clarity the most. The down side of politics being everywhere in the media is that everyone, including most commenting, think they should play politics.  There was a time when defining what being a 'citizen' meant was quite relevant to a lot of people in this country. I'm glad we pinned down a definition of that, or else I probably wouldn't be able to voice opinions at all, in this country.","2022-03-30
22:39:41",0.7253,positive,0.6011904761904762,Yes,caring
"Not for nothing, as a right wing personality, he was more cordial and let David get his point out a lot more than a Hannity or Tucker would have. Just saying.","2022-03-30
22:33:00",0.42857142857142855,positive,0.5119047619047619,Yes,approval
'I don't do dictionary I do politics'. How do you define politics? I also would have focused in on the fact that saying 'i'm not a biologist' implies that the difference between a man and woman is biological. Michael didn't seem very prepared.,"2022-03-30
22:27:43",0.1821,positive,0.3,No,annoyance
"Michael references Title 9, he obviously has not read it. At no point does it uses male or female. He has no basis for his argument. The legal definition is irrelevant, it is not for the courts to decide. Read something before you reference it.","2022-03-30
22:24:44",-0.6597,negative,0.3933333333333333,Yes,curiosity
Michael Knowles got slapped around by Kyle Kulinski at Politicon and now got slapped around a bit more on his show by David Pakman.,"2022-03-30
22:09:51",0.5,positive,0.5,No,neutral
I have to disagree. That seemed to go very well. It was two people that have different opinions remaining cordial and polite while partaking in actual discourse. It's a shame that more people can't do this when they disagree.,"2022-03-30
22:02:56",-0.7102,negative,0.375,Yes,embarrassment
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m50s"">6:50' rewind the tape, pakman, you were absolutely wrong here. embarrassing that you tripled down so hard. You accused him of being bad faith when actually you were putting words in his mouth. Are you going to apologize?","2022-03-30
21:52:43",-0.8716,negative,0.49944444444444447,Yes,disappointment
Arguing about words instead of substance means you have no argument on the substance. This right wing tactic is a distraction.,"2022-03-30
21:51:57",-0.5408,negative,0.5357142857142857,No,approval
"A 'woman is someone who isn't a man'''Okay, what's the definition of a man?  What a clown.''Conservatives always act like them not being convinced means anything.  There is no definition of 'woman' that doesn't 'other' someone.","2022-03-30
21:45:13",-0.2401,negative,0.4375,Yes,annoyance
"David says Michael is trying to back track about women definitions in different contexts, but its pretty clear around 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m25s"">6:25' mark that he’s not. David interrupts him and puts words in his mouth…","2022-03-30
21:43:57",0.8791,positive,0.49583333333333335,Yes,annoyance
'A woman is someone who's not a man'''A woman is someone who says she's a woman''How are these two definitions mutually exclusive?,"2022-03-30
21:43:44",0.128,positive,0.0,No,neutral
Boom! On the offensive right away. This is what the left needs!,"2022-03-30
21:42:25",-0.555,negative,0.26785714285714285,Yes,neutral
"Packman cant define a woman? Hilarious, owned by the left.","2022-03-30
21:25:36",0.4019,positive,0.5,No,amusement
Packman - Bad faith.,"2022-03-30
21:22:00",-0.1779,negative,0.6666666666666666,Yes,neutral
She showed how she is owned by the left with her answer.,"2022-03-30
21:16:58",0.0,neutral,0.0,No,neutral
"David, you failed when Michael brought up that there has to be a legal definition of woman in regards to legal protections for women, you just ducked out and got almost insulting.  Instead of talking about it, you just went off about 'good faith conversations'.","2022-03-30
21:10:31",0.1263,positive,0.45999999999999996,No,disapproval
most underrated comic out there. Pakman so calm so cool and somehow still hilarious 😂 😂 😂 great interview man ♥ ♥ ♥,"2022-03-30
20:54:12",0.9876,positive,0.7944444444444445,No,admiration
"I like David's debates, but these clickbait headlines are the WORST. Basically, 'Progressive Appears on Daily Wire, and they disagree or something everyone kinda already expected they would probably disagree on. Otherwise, fairly pleasant'","2022-03-30
20:52:28",-0.8537,negative,0.5916666666666667,Yes,disgust
"First video I watched, this is ridiculous to watch. This is why I walked away from all political sides. You don't attack issues you attack each other. It was entertaining but not because it was productive. It was fun because you have premade arguments or counter point when things don't go your way. This is entertainment not actual education","2022-03-30
20:49:01",0.6733,positive,0.4011904761904762,Yes,amusement
"Knowles was saying that they just asked what is a woman, he than started elaborating in his own words what possible answers she could of gave. He wasn't trying to qoute. It sounded like a quote, he should of paused to make it clear. But to be honest you were just looking for something miniscule to make Michael look bad. It's sad that we are in a point in society where the most basic question can not be answered. Actually it can be answered, just no one on the left is willing to do so.","2022-03-30
20:47:58",-0.6908,negative,0.584090909090909,Yes,annoyance
"I'm dumbfounded reading through these comments. 1) I really don't think that Knowles 'lost' this exchange. Frankly, I think that Pakman went out of his way to quibble about phrasing because he didn't want to actually engage with Knowles' (salient and important) point, which is that when one is the arbitrator in an issue where boundaries are being delineated, one has to be able to distinguish between the categories in question. 2) David interrupted Knowles as much, if not more, often than Knowles interrupted him (I counted). 3) Going into a conversation expecting the person you're speaking to will be acting in bad faith is actually a form of bad faith on your part; David was the one implying negative things here. 4) I hate how David's demeanor comes off as if he thinks he's the one whose side is most ethical. '''I teach at a public, division 1 university. I have two swimmers who've missed class for the past two weeks because they lost to Lia Thomas and now need counseling. I have an aunt who was an Olympic swimmer, who roundly disagrees with the idea that one should be able to compete against whom they choose; in fact, an enormous portion of sports is an act of defining precisely who one CAN'T compete with because it undermines what sports are founded on: fair competition. ''Defending a tiny minority at the expense of the majority--in a situation where it really is a zero sum game; where what's best for one group is worse for another--is unethical. I cannot understand how someone who's progressive can expect that a judge will do her best to fight sexism--to even the playing field and provide protection for rights which don't apply to men--while also being unable to express or define the differences between those categories.''Though Justice Brown's maneuvering was strategic, I don't understand how David doesn't seem to grasp the legitimacy of where Knowles is coming from.","2022-03-30
20:34:44",-0.8667,negative,0.47142857142857153,Yes,neutral
I love the dishonesty of the authoritarian right. The host reverses positions and then denies what he said 30 seconds later. It all boils down to the right not having a platform other than culture war.,"2022-03-30
20:22:01",-0.3612,negative,0.38921957671957674,No,love
"Its funny go to his David's channel, everyone will say how right he is, and go to Micheals site and everyone will say how right he is.","2022-03-30
20:21:40",0.4404,positive,0.6904761904761904,Yes,amusement
"Why just woman, why not man.  If we ask what makes David what sex he is, what will he say.  Probably a man, and what makes him a man.","2022-03-30
20:20:52",0.0,neutral,0.0,Yes,neutral
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=3m00s"">3:00' so a woman that is baron is what then?","2022-03-30
20:19:46",0.0,neutral,0.0,No,neutral
Insufferable lacky arguing with a snarky pedant. Who even watches this? Nothing of susbstance was said on either side.,"2022-03-30
20:18:28",-0.4588,negative,0.0,No,approval
Why is it a good thing to say “I don’t do definitions I do politics” that’s falling into Micheal’s exact point. You shouldn’t let your political view get in the way so much that you can’t even give a vague definition of a word.,"2022-03-30
20:09:19",0.2263,positive,0.33,Yes,neutral
What is a woman? A miserable little pile of secrets! But enough talk! Have at you!  - I’m not spoiling this one 😂😂😂,"2022-03-30
20:06:57",0.9067,positive,0.6666666666666666,No,neutral
"You really made a fool out of yourself this time, David. Yikes.","2022-03-30
20:04:44",-0.4877,negative,0.2,No,neutral
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m25s"">6:25' is important to see that Micheal Knowles was saying the correct thing","2022-03-30
20:01:33",0.2023,positive,1.0,Yes,neutral
"Could have gone much worse, but I actually do believe progressives need to have shorter, faster, easier to digest answers. Long winded hand waving is not a good look. WE might understand but I don’t think your gonna convince people on the other side. When someone asks “what is a woman” you answer “an adult human female”. And then if they say “what about transgenders” you answer “oh yeah they are women too, the definition of women can be broadened to include them”. THEN once you’ve made that affirmative stance you can start talking about how the whole conversation is actually kinda silly and irrelevant.''As much as it’s stupid and it sucks conservitives THRIVE off of this kind of stuff, so having short, easy to digest answers is essential. Anything more nuanced or complicated comes off as cowardice or weakness to them","2022-03-30
19:58:38",0.1399,positive,0.5261904761904762,Yes,neutral
I like this conservative pundit. He let David actually state his case.,"2022-03-30
19:50:45",0.3612,positive,0.1,No,neutral
This was great David,"2022-03-30
19:49:14",0.6249,positive,0.75,No,admiration
This was excellent and the 'outrage' from many on the right was/is misplaced. Jackson's place was not to define given the context.,"2022-03-30
19:42:51",0.1027,positive,0.5589285714285714,No,admiration
"Good on ya, David","2022-03-30
19:39:42",0.4404,positive,0.6000000000000001,No,admiration
you did sort of misrepresent what he said but it’s only cause he said it in such a flippantly stupid way that it’s only natural. I just hate when these arguments get stuck on tiny points like this.,"2022-03-30
19:32:40",-0.8807,negative,0.7571428571428571,Yes,neutral
Huge respect for appearing on Micheal's show!!'this needs to happen more often,"2022-03-30
19:23:19",0.717,positive,0.7,No,approval
Dishonest or ignorant. I think it's both David.,"2022-03-30
19:14:50",-0.7003,negative,0.5,No,neutral
"The truth is, this was a decent back and forth. I agree with David that this is not the most productive thing to debate or ask in a confirmation hearing. On the other hand, it is a little absurd that a growing sect within American politics can’t even define something as obvious as man and woman","2022-03-30
18:58:48",0.8271,positive,0.4427083333333333,No,love
"The real issue: The right is fighting a culture war against transgender people. They fought to institutionalize racism and lost, they fought to institutionalize discrimination against gays and lost, now they’re fighting transgender rights, and guess what? They’ll lose again. Because America is a nation which strives for equality (albeit imperfectly).","2022-03-30
18:58:03",-0.9716,negative,0.41785714285714287,Yes,approval
"Since transgender is a medical issue, shouldn't it be that person's doctor who defines what a woman is? When you define a woman as someone who can bear children, you are leaving out a lot of people who are born female who are physically incapable of having children.","2022-03-30
18:37:30",-0.3818,negative,0.10317460317460318,Yes,neutral
"David Pakman, you’re impressive here","2022-03-30
18:32:19",0.5106,positive,1.0,No,admiration
"half way through this, damn this host guy is actually handling you pretty well 😅''edit: finishing, yeah the host made an ass out of himself, but I don't think Pakman attracted any new followers either though. the score is nil! 😂","2022-03-30
18:23:36",0.3141,positive,0.4303030303030303,Yes,approval
"I like David, I really do but he's being a bit of a dick to his host. C'mon Dave play nice.","2022-03-30
18:05:51",0.4767,positive,0.6,Yes,neutral
Whatever doesn’t suit my leftist agenda is not worth talking about. Nice.,"2022-03-30
18:02:04",0.281,positive,0.5666666666666667,No,admiration
David and Michael look like brothers,"2022-03-30
18:01:51",0.3612,positive,0.0,Yes,neutral
You need to create a playbook on how to respond to the right and handle the interviews and questions by them. Their tactics and strategies. A series of books and videos maybe.,"2022-03-30
18:01:13",0.2732,positive,0.5357142857142857,Yes,confusion
David 'let's have a good faith conversation' Packman!!,"2022-03-30
17:57:20",0.7418,positive,0.6000000000000001,Yes,admiration
That was enjoyable. More right wing sparring please!,"2022-03-30
17:54:36",0.6696,positive,0.5452380952380952,No,amusement
"Holy Shit, that distinctly went the opposite of well; unwell, perhaps. David Pakman possesses the intellectual clarity to construct and articulate a persuasive viewpoint. Plus, he possesses the emotional clarity to maintain his equilibrium while articulating his points to someone who seeks to undermine them. Mad respect.","2022-03-30
17:54:27",0.6705,positive,0.525,Yes,amusement
The whole point of this was to play a culture war game over can we get you in a 'gotcha moment' instead of actually pointing out that this person is more qualified for the job than anyone currently doing it? 🤔,"2022-03-30
17:53:43",-0.3612,negative,0.36,No,neutral
"David, I think you could have addressed his points better; you sort of avoided facing them head on. Also would have loved for your to ask him that if he agrees with you that it was a good strategy for her not to answer that question then how can he then assert and be confident that she is unable to answer it!?","2022-03-30
17:44:19",0.9062,positive,0.6466666666666667,Yes,neutral
What is a woman?,"2022-03-30
17:43:10",0.0,neutral,0.0,No,neutral
"Pakman took his fucking lunch money, gave him a swirly in the toilet and shoved his ass into a locker upside down after a nuclear fucking wedgy.","2022-03-30
17:31:10",-0.5423,negative,0.47222222222222227,No,anger
This is where the left loses me ...all this gender stuff is stupid and honestly you didn't look good in that interview...I haven't seen videos of that judge or the topic you guys are talking about....but defending this feminism agenda is plain wrong...I used to lean left but honestly this feminism and trangenderism have pushed me to the right,"2022-03-30
16:57:50",0.35,positive,0.48809523809523814,No,admiration
"Yes, David did a great job sharing the progressive perspective regarding Republicans. They're either ignorant or acting in bad faith.","2022-03-30
16:57:26",0.7783,positive,0.47222222222222215,Yes,admiration
I do enjoy when conservatives and progressives can come together and have a discussion that doesn’t devolve into petulant name calling and condescending. This is why everyone should generally avoid Charlie Kirk.,"2022-03-30
16:55:02",0.25,positive,0.5,Yes,approval
I love debate bro pakman,"2022-03-30
16:45:48",0.6369,positive,0.6,No,love
That was the lamest definition of a woman I have ever heard. 'Someone that's not a man'. Que the buzzer for wrong answer!,"2022-03-30
16:31:31",-0.7088,negative,0.9,No,approval
Guy doesn’t know what a woman is but asks Knowles to have a conversation “man to man” lmao. Pakman is an arrogant clown,"2022-03-30
16:18:26",0.2617,positive,1.0,No,neutral
I THOUGHT THE SUPREME COURT WASNT SUPPOSE TO BE POLITICAL right... JUDGES ARENT POLITICIANS OR ACTIVISTS RIGHT... SO WHY ANSWER THAT BROAD QUESTION without a case attached...judges dont answer hypotheticals they are their to be scrutinized on their merits and history,"2022-03-30
16:17:51",0.7925,positive,0.3709821428571428,No,approval
"Great 'http://david.so/"">David.So' proud of you","2022-03-30
16:03:13",0.802,positive,0.875,No,admiration
Why is it necessary to define gender?  What if you are not born male or female - where does that leave you?  In the gutter?  Absurd.,"2022-03-30
15:34:22",-0.1877,negative,0.5666666666666667,No,neutral
I think you mean rhetorical African American holes.,"2022-03-30
15:25:55",-0.10416666666666667,negative,0.22916666666666666,No,neutral
"You did say legal and philosophical. No I didn't, I said legal, constitutional, and philosophical. Gotcha! Hahaha","2022-03-30
15:19:55",0.4257,positive,0.16,No,amusement
"Don’t dictionary’s have a little section at the start that say something along the lines of, “this is just how words are used and spelled not how the words are supposed to be used” therefore descriptive","2022-03-30
15:18:37",-0.1875,negative,0.5,Yes,approval
She may very well be able to define a woman but she was not going to speculate on a case to which RBG ruled on until she knew what the facts were in relation to it. I looked up the case referred to and it was not very easy to find.,"2022-03-30
15:14:51",-0.5321,negative,0.522008547008547,No,sadness
To be clear the dictionary is not an authority over definitions. It is a conduit by which other authorities act through. If you want an accurate definition of woman I'd suggest looking to the field of biology and psychology where a distinction in between sex and gender is made.,"2022-03-30
15:00:43",0.3975,positive,0.46388888888888885,No,neutral
alienating her base ? KBJ is a not a politician and she isn't campaigning. she's a judge...,"2022-03-30
15:00:27",-0.55,negative,0.65,No,neutral
Pakman got destroyed here,"2022-03-30
14:42:43",-0.4939,negative,0.0,No,annoyance
Our human make up mistakes can be made nothing is ever perfect like the right thinks. A person with a man's penis could in fact have a women's mind or vise versus. They need to have an open mind and focus on a man or a woman.,"2022-03-30
14:26:24",-0.4585,negative,0.5339285714285714,No,desire
The daily wire guy seems like he’s “putting on a show” but not really intending to be dishonest,"2022-03-30
14:23:51",-0.6486,negative,0.2333333333333333,Yes,love
David was unnecessarily combative and petty here.,"2022-03-30
14:21:22",-0.2023,negative,0.9,No,neutral
"You missed in this one. It was easy. Just challenge him to do the same thing and then take it apart. 'Woman' means different things in different contexts. Is there a hard cut off for when a girl becomes a woman? Is it legal for intercourse, legal for marriage, able to vote, menarche, 'deflowered', some feminist idea of emancipation, having a Bat Mitzvah?'' And 'the' dictionary definition? The fact that there are more than one dictionary, each containing more than one entry gives the lie to that. The debate of prescriptive/descriptive only exists in the public mind. Prescriptive went out with the Victorians and Confucius. Language does not have a spec (see the use of 'preferred' in the Chicago Manual).''And there are more than one type of dictionary-- popular, medical, biological, anthropological. If you mean the colloquial definition, you'd better go look up the squishiness of the word Colloquial. As well as Dialect, Ethnicity, and I don't know, maybe Wittgenstein.''When does a word become an 'official' word with a final fixed meaning? When the OED inducts it? Is there a ceremony? (actually there is for French, but you wouldn't want to be like the French would you?) OMG!  Things change. We learn stuff, we 'advance'. That is explicitly what the Right exists to deny and impede. Everything was better before and things are eternal. Comforting but stupid.''Until recently, homosexuality was a medical condition. It was no more a proclivity than 'people of cancer'.''What is going to happen: We're going to make up some new words. Just like we need ones for bio-mother, birth-mother, care-mother(s), and legal-mother(s). Add: 'legally adjudicated father (deadbeat-daddy), man who has acknowledged paternity (whiteknight-daddy), husband of biological mother at time of conception (cockhold-daddy) or birth (legalsystemunclearontheconcept-daddy), man listed on birth certificate (romcom-daddy), un-rebutted presumed father (jesus-daddy)'. In the same way we're going to have: bio-gender (what you've got in yer genes), expressed-gender (what you've got in yer jeans), phenotypic-gender (what you had before you wore jeans), identified-gender (what brand you've got on yer jeans), legal-gender (what the geniuses should get rid of). There isn't even a word for female human is there? ''The Right wants to dream of some definitive Platonic source (kind of handed down by God along with objective morality), that they can use to complain about kids being fast and loose with these days. ''Make the analogy to the abortion debate. The Right does not like continuums, they like bright lines. We make cutoffs for expedience when we have to, but we should not then go back and claim that that captured the heart of the matter. ''Ok fine, all of that is lovely philosophy which would make the best and brightest of the Rightosohere glaze over. So go all medical-evil on his ass.'''There is intersex.' It is a thing whether you want it or not. We have been trying to pretend this away for centuries. 'Sex assigned at birth'? At least do 'they' get to decide when they reach majority? ''There are hermaphrodites, and not just in Japanese comic books. Do they get to use either bathroom? If you bang them are you gay? If they father a child and also give birth to one they are on different certificates as a father and mother, right? No sex change needed. If they decide to cut off half their bits in order to conform to social norms 'then' they are a tranny? What was the gender that they trannied from?''There are conjoined twins. Sometimes they share a genital. But the heads express differently. The age-old question-- who is in charge, the big head or the little one?''There is XXY. There is XYY. There is XXYY and XXXY. There are 'mosaics.' Do the chromosomes get to vote each other off the island?''Zygotes are people. Pretty soon we'll be able to swap out an X for a Y. Better protect the other snowflakes by keeping the pervert on a separate petri dish.''Corporations are people. People must have a gender. Are they assigned one at incorporation or is it in their DNA?''If there was some value in nailing all this down then more power to ya. But there isnt, it's just aid and comfort to the radioshow hosts.","2022-03-30
14:18:05",0.9952,positive,0.42164478683709455,Yes,neutral
"Socrates was considered the wisest person in the world....because he said he knew nothing. As you can see, nothing happens in a conversation between people who think they already have the answers.","2022-03-30
14:16:47",0.4767,positive,0.0,Yes,anger
I get how 'left' or 'liberal' can somehow be a pejorative but how has 'progressive' become something to be despised... Should a society want to progress??,"2022-03-30
14:07:37",0.2406,positive,0.0,Yes,admiration
Not a horrible interview.   Both people were kind and had different opinions.   Keep the conversation going.,"2022-03-30
14:02:30",0.7391,positive,0.8333333333333334,No,fear
Amy Coney Barrett didn't answer any questions at all. She didn't answer a single question and they did ask her ones with legal bearing,"2022-03-30
13:55:06",0.128,positive,0.20714285714285713,Yes,neutral
"Is this really what are senators now a days are asking a nominee, what the hell is going on with this country","2022-03-30
13:49:53",0.2,positive,0.2,No,curiosity
"At least it was an intelligent and respectful conversation. Most pundits on the right aren't as well spoken as this gentleman and together it made for an interesting conversation. Ben Shapiro is another intelligent guy on the right and his interviews with someone like David are usually very good too. Left alone though,  they can say some pretty ridiculous things but thats all part of the game  I guess to keep their listeners on board. If they start calling out all the dumb things the politicians on the right say and do, they'd lose half their audience.","2022-03-30
12:40:07",-0.1163,negative,0.5846130952380952,Yes,annoyance
"So if we are not clear of what a woman is anymore how do we know what man is or anything for that matter? If truth is in the eye of the beholder, then this world has descended into madness.","2022-03-30
12:35:42",-0.3987,negative,0.3833333333333333,No,approval
What a snake,"2022-03-30
12:26:28",0.0,neutral,0.0,Yes,annoyance
"FYI A woman is an individual who lives as a woman whether born or transitioned per federal law. My cousin transitioned in 1972 per the United States she is a legal woman as stated on her birth cert, social security ' the rest","2022-03-30
12:23:19",0.8038,positive,0.22222222222222224,No,disappointment
well done david  good on you,"2022-03-30
11:54:00",0.4404,positive,0.6000000000000001,No,admiration
"A transgender WIMAN is a WIMAN , birth sex doesn’t matter!","2022-03-30
11:44:11",0.1007,positive,0.0,No,disapproval
Not a bad host to be fair. Some excellent points made by David.,"2022-03-30
11:40:31",0.8338,positive,0.8555555555555555,Yes,neutral
"Michael Knowles was clearly out of his league. A little smarter that MTG, Boebert or Matt Gaetz but still from the same species of smug, intolerant, unintelligent Trump republicans. The people who have made the US a joke.","2022-03-30
11:39:18",0.4026,positive,0.4895833333333333,No,neutral
I agree with what’s his name- there used to be an agreed upon definition of women and to not be able to state biological realities is silly.,"2022-03-30
11:38:17",0.5719,positive,0.75,Yes,love
"David never asserted that Marsha asked for the Legal definition of a woman. It seems David just used that to dodge the question entirely. Even if he did, he clarified that Marsha asked for any definition whether it be biological, legal, or philosophical etc.","2022-03-30
11:01:47",0.25,positive,0.25625,No,neutral
